 0.115224 0.96291 0.940473 -0.101075 0.713621 0.519471 0.889091 0.439871
 -0.183359 0.721332 0.553941 0.119132 2.0408 4.17904 0.523677 3.53868
 0.324928 2.01332 4.15905 0.0981438 1.24825 1.56776 3.93182 1.32753
 0.128694 1.28428 1.66595 -0.556495 0.473583 0.533968 1.57493 0.452146
 -0.638471 0.453995 0.613757 1.08924 0.479946 1.41679 0.580224 1.19969
 1.12431 0.47422 1.48895 -0.291325 0.321134 0.187997 1.40761 0.15919
 -0.328666 0.308782 0.203368 0.0096065 0.24951 0.0623474 0.192257 0.0527937
 -0.0142988 0.247553 0.0614869 0.0341455 0.237328 0.0574905 0.0581277 0.048681
 0.00820072 0.23707 0.0562693 0.0366331 0.229912 0.0542013 0.0531951 0.0458959
 0.00909188 0.230323 0.0531312 0.0373851 0.223791 0.05148 0.0502284 0.0435916
 0.00888712 0.224763 0.0505975 0.0375346 0.218334 0.0490786 0.0478332 0.0415581
 0.00842577 0.219822 0.0483926 0.0373972 0.213366 0.0469237 0.0457487 0.0397335
 0.00787446 0.215333 0.0464305 0.0371217 0.208824 0.0449856 0.0438938 0.0380923
 0.00730642 0.211236 0.0446741 0.036779 0.204671 0.043243 0.0422334 0.0366168
 0.00675391 0.207494 0.0430993 0.0364026 0.200876 0.0416765 0.0407446 0.0352903
 0.00623014 0.204076 0.0416857 0.0360081 0.197409 0.040267 0.0394082 0.0340968
 0.00573953 0.200952 0.0404148 0.0356032 0.19424 0.0389967 0.0382067 0.0330211
 0.00528257 0.198095 0.0392696 0.0351918 0.191339 0.037849 0.0371241 0.0320493
 0.00485805 0.195477 0.0382349 0.034776 0.188679 0.036809 0.0361459 0.0311686
 0.00446417 0.193072 0.0372968 0.0343575 0.186233 0.0358631 0.0352591 0.0303677
 0.00409899 0.190857 0.0364431 0.0339378 0.183978 0.0349996 0.034452 0.0296365
 0.0037606 0.188809 0.0356629 0.033518 0.181891 0.034208 0.0337145 0.0289662
 0.00344721 0.186909 0.0349468 0.0330993 0.179955 0.0334792 0.0330375 0.0283491
 0.00315717 0.185139 0.0342866 0.0326827 0.17815 0.0328055 0.0324134 0.0277786
 0.00288896 0.183485 0.033675 0.0322693 0.176462 0.03218 0.0318352 0.0272489
 0.00264118 0.181931 0.033106 0.0318598 0.174876 0.0315968 0.0312973 0.0267551
 0.0024125 0.180467 0.0325742 0.0314549 0.173383 0.031051 0.0307946 0.0262929
 0.00220173 0.179082 0.0320751 0.0310552 0.17197 0.0305381 0.0303227 0.0258586
 0.00200771 0.177766 0.0316048 0.030661 0.170629 0.0300544 0.0298781 0.0254491
 0.00182938 0.176512 0.0311598 0.0302728 0.169353 0.0295968 0.0294574 0.0250616
 0.00166573 0.175313 0.0307373 0.0298907 0.168134 0.0291624 0.029058 0.0246937
 0.00151582 0.174162 0.0303348 0.0295149 0.166966 0.0287487 0.0286774 0.0243435
 0.00137875 0.173055 0.02995 0.0291454 0.165844 0.0283538 0.0283137 0.0240091
 0.00125369 0.171987 0.0295811 0.0287824 0.164764 0.0279757 0.027965 0.0236889
 0.00113983 0.170954 0.0292265 0.0284257 0.163722 0.0276128 0.0276297 0.0233816
 0.00103644 0.169951 0.0288846 0.0280753 0.162713 0.0272638 0.0273065 0.0230861
 0.000942807 0.168977 0.0285542 0.0277311 0.161735 0.0269273 0.0269942 0.0228011
 0.000858272 0.168028 0.0282342 0.027393 0.160785 0.0266022 0.0266917 0.0225259
 0.000782213 0.167102 0.0279237 0.0270608 0.15986 0.0262876 0.0263981 0.0222594
 0.000714044 0.166196 0.0276216 0.0267345 0.158958 0.0259825 0.0261125 0.0220011
 0.000653214 0.165308 0.0273272 0.0264137 0.158077 0.0256862 0.0258342 0.0217502
 0.000599207 0.164437 0.0270399 0.0260985 0.157216 0.0253979 0.0255626 0.0215061
 0.000551539 0.163581 0.026759 0.0257886 0.156371 0.025117 0.0252971 0.0212682
 0.000509755 0.162738 0.026484 0.0254839 0.155542 0.0248429 0.025037 0.0210361
 0.000473428 0.161907 0.0262142 0.0251842 0.154728 0.0245751 0.024782 0.0208093
 0.000442159 0.161088 0.0259494 0.0248894 0.153927 0.024313 0.0245317 0.0205874
 0.000415574 0.160278 0.0256891 0.0245993 0.153138 0.0240563 0.0242856 0.0203701
 0.000393321 0.159476 0.0254328 0.0243138 0.152359 0.0238045 0.0240433 0.0201569
 0.000375071 0.158683 0.0251804 0.0240327 0.151591 0.0235573 0.0238047 0.0199475
 0.000360515 0.157897 0.0249314 0.0237559 0.150831 0.0233143 0.0235693 0.0197418
 0.000349362 0.157116 0.0246857 0.0234833 0.150079 0.0230752 0.023337 0.0195393
 0.000341341 0.156342 0.024443 0.0232148 0.149334 0.0228397 0.0231075 0.0193399
 0.000336194 0.155573 0.024203 0.0229502 0.148596 0.0226076 0.0228807 0.0191434
 0.000333682 0.154808 0.0239656 0.0226894 0.147864 0.0223787 0.0226562 0.0189495
 0.000333574 0.154047 0.0237306 0.0224323 0.147137 0.0221526 0.0224341 0.0187581
 0.000335658 0.15329 0.0234978 0.0221788 0.146415 0.0219293 0.022214 0.018569
 0.000339729 0.152535 0.0232671 0.0219288 0.145697 0.0217085 0.021996 0.018382
 0.000345594 0.151784 0.0230385 0.0216821 0.144983 0.0214901 0.0217798 0.0181971
 0.00035307 0.151035 0.0228117 0.0214388 0.144271 0.0212739 0.0215654 0.018014
 0.000361983 0.150288 0.0225868 0.0211987 0.143563 0.0210598 0.0213527 0.0178328
 0.000372167 0.149544 0.0223635 0.0209616 0.142858 0.0208478 0.0211417 0.0176532
 0.000383464 0.148801 0.022142 0.0207276 0.142155 0.0206377 0.0209323 0.0174753
 0.000395723 0.148061 0.0219221 0.0204966 0.141454 0.0204294 0.0207244 0.0172989
 0.0004088 0.147322 0.0217038 0.0202683 0.140755 0.0202229 0.0205181 0.017124
 0.000422556 0.146584 0.0214872 0.0200429 0.140058 0.0200181 0.0203132 0.0169506
 0.000436861 0.145849 0.0212721 0.0198201 0.139363 0.019815 0.0201099 0.0167787
 0.000451588 0.145115 0.0210586 0.0196 0.13867 0.0196136 0.019908 0.0166081
 0.000466618 0.144383 0.0208467 0.0193824 0.137979 0.0194139 0.0197077 0.016439
 0.000481837 0.143653 0.0206364 0.0191672 0.13729 0.0192158 0.0195089 0.0162713
 0.000497138 0.142925 0.0204278 0.0189545 0.136602 0.0190194 0.0193117 0.016105
