3	   -0.676026      0.577964  -0.000485849      0.271056     0.0734714  300
4	   -0.617328      0.617849  -0.000550954      0.238618     0.0569388  400
5	   -0.510073      0.479215  -0.000180654      0.215863      0.046597  500
6	   -0.629273      0.602302  -3.94897e-05      0.203723     0.0415031  600
7	   -0.644205      0.573946  -0.000361476      0.193147     0.0373057  700
8	   -0.615214      0.569208  -0.000196517      0.181226      0.032843  800
9	   -0.496444      0.554379  -7.03183e-05      0.173343     0.0300476  900
10	   -0.586205      0.508424  -0.000131711      0.169743     0.0288126  1000
11	   -0.505842      0.506359   9.37152e-06      0.164293     0.0269922  1100
12	   -0.481159      0.548083   -8.9593e-05      0.162991     0.0265659  1200
13	   -0.493136      0.467423  -7.55837e-05      0.159122     0.0253199  1300
14	   -0.467635      0.419194  -4.06972e-05      0.157356     0.0247609  1400
15	   -0.455995      0.442596   1.44655e-05      0.154403     0.0238402  1500
16	   -0.484218      0.451634   -4.1638e-05      0.151726     0.0230209  1600
17	   -0.449675      0.428243  -0.000133124      0.150195     0.0225586  1700
18	   -0.475912      0.465225   -5.2289e-05      0.149934     0.0224801  1800
19	   -0.451929      0.471964  -7.11676e-05      0.148349     0.0220075  1900
20	   -0.505734      0.460636  -6.39395e-05      0.148241     0.0219753  2000
21	   -0.501118      0.522737  -4.13349e-05      0.146898     0.0215791  2100
22	   -0.491799      0.501535  -1.46623e-05      0.146734     0.0215308  2200
23	   -0.457227      0.488579  -7.56806e-05      0.145525     0.0211776  2300
24	   -0.453088      0.518348   5.21582e-05      0.144377     0.0208448  2400
25	   -0.440891      0.475617  -5.13515e-05       0.14371     0.0206526  2500
26	   -0.482733      0.577028  -8.28777e-05      0.144166     0.0207838  2600
27	   -0.519774      0.481095  -9.37639e-05      0.144006     0.0207377  2700
28	   -0.467253      0.490797  -8.40841e-06      0.143242     0.0205183  2800
29	    -0.51289      0.553746  -5.62462e-05      0.142543     0.0203186  2900
30	   -0.491081      0.542851   3.67023e-05      0.142714     0.0203674  3000
