 -0.668022 0
 -1.59449 -1.22768
 -1.58078 0.443904
 -2.32996 -0.754141
 -1.59578 1.04524
 -0.626248 0.616565
 0.321935 0.606693
 -0.87979 -1.52597
 -0.732647 0.798671
 -2.02897 -1.50186
 -0.535972 2.03897
 -0.612175 -1.03687
 -0.660818 0.493192
 -0.685494 -0.270149
 -1.23802 -0.350319
 -1.40791 0.124953
 -0.755458 0.492148
 -0.797296 -0.264359
 -1.89312 -0.971151
 -1.64621 0.752082
 -0.736212 0.569274
 -0.914357 -0.46871
 0.0345254 1.31103
 0.220285 -0.629223
 0.62299 0.968201
 -0.368103 -1.50102
 0.362158 1.33432
 -0.00652053 -0.943869
 -1.50184 -1.18659
 -0.540483 1.65363
 -1.0567 -1.27576
 -0.889789 0.920496
 0.353101 0.896647
 0.732485 0.012786
 -0.337632 -1.17634
 -0.470196 0.298015
 -0.0722828 0.321662
 -0.464203 -0.534639
 -0.964586 -0.331731
 1.07817 2.22894
 -0.284775 -2.01181
 -0.520204 0.760135
 -0.297144 -0.1373
 0.289601 0.614062
 0.230217 -0.379681
 -0.182902 -0.205582
 0.854825 1.24094
 0.783422 -0.772504
 0.301964 -0.0980266
 0.0214288 -0.0917565
 0.473864 0.55263
 1.5679 0.955494
 1.28294 -0.857382
 1.31882 0.294385
 2.21947 0.776623
 1.23963 -1.28849
 0.750007 -0.167197
 0.100116 -0.560453
 -0.325102 -0.295326
 -0.582856 -0.152201
 -0.336409 0.59735
 1.3641 1.2969
 2.75204 0.715961
 1.53897 -1.47454
 1.0267 0.014336
 1.11107 0.120707
 0.159037 -0.982676
 -0.486026 -0.327121
 -0.140819 0.569004
 -0.676884 -0.763374
 -0.372885 0.702964
 -0.115086 -0.122134
 0.687955 0.965125
 2.3131 1.17568
 1.84786 -0.818638
 1.83678 0.358712
 1.32541 -0.656124
 0.621371 -0.483326
 0.697762 0.39884
 1.12498 0.273943
 0.10128 -1.27489
 -0.834521 -0.460212
 0.0735945 1.20248
 0.456386 -0.153884
 0.966698 0.605405
 0.823299 -0.440066
 0.631744 -0.0730948
 0.476258 -0.167544
 0.276596 -0.204577
 1.32234 1.11347
 1.25905 -0.513418
 1.40123 0.412135
 1.74662 0.132922
 0.774469 -0.991295
 0.0785229 -0.365859
 0.0790679 0.00624049
 1.58613 1.45029
 1.62725 -0.40427
 1.09661 -0.253046
 1.806 0.690811
 1.0042 -1.17668
 1.65807 1.09588
 2.09637 0.0646764
 1.95284 -0.122684
 1.03806 -0.816432
 0.549398 -0.130671
 0.623395 0.029707
 -0.674214 -1.35702
 -1.05045 0.382516
 -0.175841 0.604042
 0.566646 0.723297
 0.488366 -0.439706
 1.48341 1.2649
 1.26078 -1.015
 0.88815 0.113138
 1.0472 0.00868117
 0.508578 -0.498284
 0.231397 -0.219347
 -0.235038 -0.176704
 0.760594 0.986445
 0.00548582 -0.968761
 1.31589 1.85609
 1.28878 -0.949218
 1.7509 0.839128
 0.985688 -1.12497
 -1.05757 -1.68199
 -0.920587 0.835447
 -1.3276 -0.927221
 -1.55193 0.409478
 0.140145 1.32684
 -0.784232 -1.30968
 -1.06552 0.333855
 -0.745332 0.25502
 -1.2231 -0.518507
 -1.10482 0.351149
 -1.39061 -0.480211
 -1.61775 -0.156036
 -1.24486 0.379227
 0.005973 1.16778
 0.682911 0.112161
 0.885399 0.164253
 0.831683 -0.238378
 0.370746 -0.267176
 1.30448 1.02662
 0.638575 -0.956673
 0.482073 0.21137
 0.736271 0.104377
 1.73032 0.967569
 1.81883 -0.441309
 1.96738 0.302968
 0.594502 -1.37703
 0.674608 0.450723
 -0.128627 -1.10486
 1.28056 1.76428
 0.129856 -1.7969
 0.378229 1.11798
 -0.500777 -1.32655
 0.623033 1.70137
 -0.114877 -1.37478
 0.747263 1.39974
 1.1221 -0.0890315
 0.624158 -0.560951
 -0.240723 -0.575927
 0.0827735 0.487434
 -0.422509 -0.571529
 -1.03506 -0.553368
 -1.09131 0.287208
 -1.62807 -0.724311
 -0.90305 1.02107
 -1.35502 -0.767308
 -0.950273 0.740654
 -0.802571 -0.0319288
 -0.546993 0.300865
 -0.669483 -0.182581
 -1.2191 -0.407251
 -0.92415 0.323117
 -1.20587 -0.243759
 -1.00928 0.0941616
 -0.510936 0.512239
 0.276505 0.642999
 0.196711 -0.39655
 -0.541173 -0.722353
 -0.884604 0.0608454
 1.86738 2.65528
 1.3008 -0.781475
 0.342254 -0.569573
 0.0598705 -0.0841779
 -0.0431966 -0.0837579
 -0.538832 -0.272265
 -0.0872081 0.508697
 0.230276 0.211633
 1.08186 0.607626
 1.17542 -0.232579
 0.593344 -0.401913
 0.181432 -0.222508
 0.429041 0.322352
 -0.951677 -1.58394
