3	    -2.01914       1.17857   -0.00252329       1.16867       1.36579  300
4	    -1.43851       1.32008   -0.00253566      0.974625        0.9499  400
5	    -1.58674       1.29938   -0.00222328      0.847547      0.718341  500
6	    -1.26046       1.23014   -0.00169319      0.749151       0.56123  600
7	    -1.27146       1.23236   -0.00103742      0.676292      0.457371  700
8	    -1.09273        1.1732   -0.00110134      0.604567      0.365502  800
9	    -1.15854       1.03136  -0.000744381      0.547143      0.299366  900
10	    -0.99857       1.01625  -0.000615907      0.497763      0.247769  1000
11	   -0.971706      0.971981  -0.000685316      0.456439      0.208337  1100
12	   -0.995829      0.972485  -0.000566695      0.420536      0.176851  1200
13	    -0.91764      0.887256  -0.000311218      0.391756      0.153473  1300
14	    -0.80556      0.791897  -0.000177565      0.364428      0.132808  1400
15	   -0.853617      0.813796  -0.000313265      0.341304      0.116488  1500
16	   -0.805712      0.791459  -0.000226462      0.324305      0.105174  1600
17	   -0.842573      0.744298  -0.000214499      0.306852     0.0941584  1700
18	   -0.679398      0.718124  -0.000303549      0.292784     0.0857224  1800
19	   -0.720381      0.696618  -0.000196805       0.27932     0.0780196  1900
20	   -0.715609      0.700016  -0.000182361      0.267585     0.0716016  2000
21	   -0.718326      0.719444  -0.000135111      0.257633     0.0663746  2100
22	   -0.688281      0.648446  -0.000133388      0.249532     0.0622663  2200
23	   -0.647159      0.664317  -4.17192e-05      0.242774      0.058939  2300
24	   -0.619564      0.636387  -7.64953e-05      0.234875     0.0551664  2400
25	   -0.609387      0.637154  -7.40288e-05      0.228898     0.0523941  2500
26	   -0.606892      0.575957  -9.00465e-05      0.222952     0.0497074  2600
27	   -0.563784      0.596232  -0.000130624      0.216898     0.0470446  2700
28	   -0.640493      0.597468  -5.80158e-05      0.212271     0.0450591  2800
29	   -0.583911      0.634914  -5.83208e-05      0.208189     0.0433425  2900
30	   -0.595158      0.650458  -7.52064e-05       0.20364     0.0414692  3000
