3	    -2.05658       1.38094     0.0829293       1.29818       1.69215  300
4	    -1.29244        1.3215    0.00951792       1.00528       1.01067  400
5	     -1.4902       1.17936    0.00536511      0.838625       0.70332  500
6	    -1.12711         1.152  -0.000315274      0.716681      0.513632  600
7	    -1.15113       1.05714  -0.000642829       0.62547      0.391214  700
8	   -0.963064        1.0021   -0.00156183      0.548937      0.301335  800
9	   -0.967257      0.869669   -0.00171879      0.494173       0.24421  900
10	   -0.891964      0.906815   -0.00108337      0.445246      0.198245  1000
11	   -0.865612      0.886061   7.75303e-05      0.410033      0.168127  1100
12	   -0.786009      0.871368    0.00012686      0.377535      0.142533  1200
13	    -0.80301      0.737301   0.000405969      0.352617      0.124339  1300
14	   -0.732901      0.686375    0.00103839      0.327804      0.107456  1400
15	   -0.702904      0.719686    0.00138705      0.307501     0.0945589  1500
16	   -0.648091      0.656839    0.00141752      0.291999     0.0852653  1600
17	   -0.664712      0.646207    0.00130661      0.278781     0.0777208  1700
18	   -0.601891      0.712639    0.00107512      0.263689     0.0695329  1800
19	   -0.583272       0.61948    0.00091539      0.252474      0.063744  1900
20	   -0.639932      0.627165   0.000739353      0.240485     0.0578337  2000
21	   -0.629285      0.698069   0.000267692      0.232984     0.0542817  2100
22	   -0.614861      0.591287   -0.00277792      0.225869     0.0510246  2200
23	   -0.546981       0.58739    -0.0028442       0.21912     0.0480218  2300
24	   -0.565088      0.572807    -0.0029248      0.211845      0.044887  2400
25	   -0.572721      0.567416   -0.00306641      0.206659     0.0427175  2500
26	   -0.516958      0.542426   -0.00314974      0.201121     0.0404594  2600
27	   -0.525149      0.524003   -0.00321918      0.194912     0.0380009  2700
28	   -0.563178      0.542438   -0.00300384      0.191674     0.0367481  2800
29	   -0.535033      0.617544   -0.00308661      0.186872     0.0349308  2900
30	   -0.536258      0.546684   -0.00295522      0.182737     0.0334015  3000
