-4.000000	-3.000000	0
-3.500000	-3.000000	0
-3.000000	-3.000000	0
-2.500000	-3.000000	0
-2.000000	-3.000000	0
-1.500000	-3.000000	0
-1.000000	-3.000000	0
-0.500000	-3.000000	0
0.000000	-3.000000	0
0.500000	-3.000000	0
1.000000	-3.000000	0
1.500000	-3.000000	0
2.000000	-3.000000	0
2.500000	-3.000000	0
3.000000	-3.000000	0
3.500000	-3.000000	0

-4.000000	-2.500000	0
-3.500000	-2.500000	0
-3.000000	-2.500000	0
-2.500000	-2.500000	1
-2.000000	-2.500000	1
-1.500000	-2.500000	1
-1.000000	-2.500000	2
-0.500000	-2.500000	4
0.000000	-2.500000	4
0.500000	-2.500000	4
1.000000	-2.500000	4
1.500000	-2.500000	4
2.000000	-2.500000	8
2.500000	-2.500000	6
3.000000	-2.500000	3
3.500000	-2.500000	1

-4.000000	-2.000000	0
-3.500000	-2.000000	0
-3.000000	-2.000000	0
-2.500000	-2.000000	2
-2.000000	-2.000000	1
-1.500000	-2.000000	0
-1.000000	-2.000000	2
-0.500000	-2.000000	6
0.000000	-2.000000	4
0.500000	-2.000000	2
1.000000	-2.000000	6
1.500000	-2.000000	2
2.000000	-2.000000	4
2.500000	-2.000000	4
3.000000	-2.000000	1
3.500000	-2.000000	0

-4.000000	-1.500000	0
-3.500000	-1.500000	0
-3.000000	-1.500000	0
-2.500000	-1.500000	0
-2.000000	-1.500000	3
-1.500000	-1.500000	1
-1.000000	-1.500000	3
-0.500000	-1.500000	5
0.000000	-1.500000	8
0.500000	-1.500000	5
1.000000	-1.500000	2
1.500000	-1.500000	3
2.000000	-1.500000	5
2.500000	-1.500000	4
3.000000	-1.500000	1
3.500000	-1.500000	1

-4.000000	-1.000000	0
-3.500000	-1.000000	0
-3.000000	-1.000000	0
-2.500000	-1.000000	3
-2.000000	-1.000000	4
-1.500000	-1.000000	7
-1.000000	-1.000000	7
-0.500000	-1.000000	12
0.000000	-1.000000	10
0.500000	-1.000000	10
1.000000	-1.000000	8
1.500000	-1.000000	7
2.000000	-1.000000	3
2.500000	-1.000000	6
3.000000	-1.000000	1
3.500000	-1.000000	1

-4.000000	-0.500000	0
-3.500000	-0.500000	1
-3.000000	-0.500000	1
-2.500000	-0.500000	1
-2.000000	-0.500000	3
-1.500000	-0.500000	5
-1.000000	-0.500000	9
-0.500000	-0.500000	12
0.000000	-0.500000	6
0.500000	-0.500000	14
1.000000	-0.500000	9
1.500000	-0.500000	5
2.000000	-0.500000	3
2.500000	-0.500000	2
3.000000	-0.500000	1
3.500000	-0.500000	0

-4.000000	0.000000	1
-3.500000	0.000000	3
-3.000000	0.000000	3
-2.500000	0.000000	3
-2.000000	0.000000	14
-1.500000	0.000000	9
-1.000000	0.000000	9
-0.500000	0.000000	13
0.000000	0.000000	17
0.500000	0.000000	7
1.000000	0.000000	3
1.500000	0.000000	4
2.000000	0.000000	4
2.500000	0.000000	1
3.000000	0.000000	1
3.500000	0.000000	0

-4.000000	0.500000	2
-3.500000	0.500000	3
-3.000000	0.500000	4
-2.500000	0.500000	9
-2.000000	0.500000	6
-1.500000	0.500000	7
-1.000000	0.500000	6
-0.500000	0.500000	9
0.000000	0.500000	13
0.500000	0.500000	6
1.000000	0.500000	4
1.500000	0.500000	2
2.000000	0.500000	1
2.500000	0.500000	1
3.000000	0.500000	0
3.500000	0.500000	0

-4.000000	1.000000	2
-3.500000	1.000000	0
-3.000000	1.000000	4
-2.500000	1.000000	3
-2.000000	1.000000	5
-1.500000	1.000000	8
-1.000000	1.000000	6
-0.500000	1.000000	10
0.000000	1.000000	6
0.500000	1.000000	2
1.000000	1.000000	8
1.500000	1.000000	1
2.000000	1.000000	1
2.500000	1.000000	0
3.000000	1.000000	0
3.500000	1.000000	0

-4.000000	1.500000	0
-3.500000	1.500000	1
-3.000000	1.500000	3
-2.500000	1.500000	2
-2.000000	1.500000	5
-1.500000	1.500000	5
-1.000000	1.500000	3
-0.500000	1.500000	5
0.000000	1.500000	4
0.500000	1.500000	0
1.000000	1.500000	3
1.500000	1.500000	0
2.000000	1.500000	0
2.500000	1.500000	0
3.000000	1.500000	0
3.500000	1.500000	0

-4.000000	2.000000	0
-3.500000	2.000000	0
-3.000000	2.000000	0
-2.500000	2.000000	7
-2.000000	2.000000	2
-1.500000	2.000000	7
-1.000000	2.000000	4
-0.500000	2.000000	3
0.000000	2.000000	1
0.500000	2.000000	3
1.000000	2.000000	0
1.500000	2.000000	1
2.000000	2.000000	3
2.500000	2.000000	0
3.000000	2.000000	0
3.500000	2.000000	0

-4.000000	2.500000	0
-3.500000	2.500000	0
-3.000000	2.500000	0
-2.500000	2.500000	0
-2.000000	2.500000	2
-1.500000	2.500000	2
-1.000000	2.500000	0
-0.500000	2.500000	0
0.000000	2.500000	0
0.500000	2.500000	0
1.000000	2.500000	0
1.500000	2.500000	0
2.000000	2.500000	0
2.500000	2.500000	0
3.000000	2.500000	0
3.500000	2.500000	0

