 -1.72407 -0.341682 -0.308588 -0.0251526
 0.236671 -1.72407 -1.95899 -0.308588
 -1.31691 0.236671 -0.714797 -1.95899
 -0.346951 -1.31691 -1.79627 -0.714797
 -0.969193 -0.346951 -1.13997 -1.79627
 -0.79459 -0.969193 -1.67342 -1.13997
 -0.556633 -0.79459 -1.65211 -1.67342
 -0.42415 -0.556633 -1.334 -1.65211
 -0.10371 -0.42415 -1.07487 -1.334
 0.186136 -0.10371 -0.643899 -1.07487
 -0.569187 0.186136 -0.246323 -0.643899
 0.0655115 -0.569187 -0.635223 -0.246323
 0.175894 0.0655115 -0.435891 -0.635223
 -0.203113 0.175894 0.296772 -0.435891
 -0.160644 -0.203113 -0.213149 0.296772
 -0.384103 -0.160644 -0.264847 -0.213149
 -0.587923 -0.384103 -0.397525 -0.264847
 -0.439101 -0.587923 -0.824465 -0.397525
 -0.148074 -0.439101 -0.978695 -0.824465
 -1.09128 -0.148074 -0.513401 -0.978695
 -0.137069 -1.09128 -1.26218 -0.513401
 -1.0027 -0.137069 -0.774346 -1.26218
 -0.783246 -1.0027 -1.2589 -0.774346
 0.907248 -0.783246 -1.67442 -1.2589
 0.509743 0.907248 0.0794002 -1.67442
 0.542001 0.509743 0.679187 0.0794002
 -0.122197 0.542001 0.592742 0.679187
 0.962778 -0.122197 0.205278 0.592742
 0.252939 0.962778 0.926473 0.205278
 5.47882e-05 0.252939 0.676528 0.926473
 -0.716022 5.47882e-05 0.458293 0.676528
 0.389333 -0.716022 -0.485167 0.458293
 1.19234 0.389333 -0.05108 -0.485167
 -0.048893 1.19234 1.2245 -0.05108
 0.500476 -0.048893 0.602591 1.2245
 0.124506 0.500476 0.84315 0.602591
 0.160914 0.124506 0.497524 0.84315
 0.454958 0.160914 0.385363 0.497524
 0.737778 0.454958 0.628266 0.385363
 0.34669 0.737778 0.958471 0.628266
 0.547782 0.34669 0.955605 0.958471
 0.371848 0.547782 1.05656 0.955605
 -0.208413 0.371848 0.740423 1.05656
 0.0458426 -0.208413 0.172671 0.740423
 0.672575 0.0458426 0.275243 0.172671
 -0.546187 0.672575 0.748648 0.275243
 -0.233861 -0.546187 -0.11579 0.748648
 0.328137 -0.233861 -0.381367 -0.11579
 -0.892579 0.328137 0.00424901 -0.381367
 0.44122 -0.892579 -0.706447 0.00424901
 -0.359979 0.44122 0.165855 -0.706447
 0.258853 -0.359979 -0.121549 0.165855
 -0.0701715 0.258853 0.000141699 -0.121549
 -1.85288 -0.0701715 0.066356 0.000141699
 -0.152873 -1.85288 -1.85808 0.066356
 -0.445363 -0.152873 -0.918133 -1.85808
 -1.30257 -0.445363 -0.909348 -0.918133
 -0.116429 -1.30257 -1.69682 -0.909348
 -0.0316886 -0.116429 -0.987609 -1.69682
 0.697374 -0.0316886 -0.68553 -0.987609
 -0.811992 0.697374 0.392661 -0.68553
 0.232649 -0.811992 -0.60198 0.392661
 -0.83225 0.232649 -0.102816 -0.60198
 -0.334937 -0.83225 -0.822373 -0.102816
 0.134567 -0.334937 -0.709427 -0.822373
 -0.0210254 0.134567 -0.217098 -0.709427
 0.6906 -0.0210254 -0.272864 -0.217098
 -0.482579 0.6906 0.623167 -0.272864
 0.36486 -0.482579 -0.263156 0.623167
 -0.677654 0.36486 0.288562 -0.263156
 -0.421082 -0.677654 -0.455225 0.288562
 0.367804 -0.421082 -0.678888 -0.455225
 -1.35638 0.367804 -0.0578467 -0.678888
 -0.459255 -1.35638 -1.33151 -0.0578467
 0.929364 -0.459255 -1.0309 -1.33151
 0.554773 0.929364 0.361059 -1.0309
 0.215527 0.554773 0.744118 0.361059
 -0.505516 0.215527 0.529885 0.744118
 -0.500804 -0.505516 -0.241836 0.529885
 0.419767 -0.500804 -0.582907 -0.241836
 -0.371906 0.419767 0.284417 -0.582907
 0.786084 -0.371906 -0.175212 0.284417
 0.182346 0.786084 0.732825 -0.175212
 -0.580833 0.182346 0.577454 0.732825
 0.379649 -0.580833 -0.31959 0.577454
 0.504029 0.379649 0.247096 -0.31959
 0.0764126 0.504029 0.729701 0.247096
 1.24628 0.0764126 0.253967 0.729701
 0.00144572 1.24628 1.35798 0.253967
 0.501943 0.00144572 0.747931 1.35798
 -0.560549 0.501943 0.911589 0.747931
 1.27799 -0.560549 0.0291864 0.911589
 0.355158 1.27799 1.18713 0.0291864
 0.455796 0.355158 1.11247 1.18713
 0.24281 0.455796 1.00897 1.11247
 -0.0588417 0.24281 0.842707 1.00897
 0.707271 -0.0588417 0.233776 0.842707
 0.348453 0.707271 0.711619 0.233776
 0.458317 0.348453 0.694006 0.711619
 0.617963 0.458317 0.717147 0.694006
 -0.47819 0.617963 1.1171 0.717147
 1.41952 -0.47819 0.0484926 1.1171
 -0.780264 1.41952 1.3884 0.0484926
 0.525926 -0.780264 0.0898338 1.3884
 0.658033 0.525926 0.528147 0.0898338
 0.65601 0.658033 0.753127 0.528147
 0.174632 0.65601 0.939874 0.753127
 0.352084 0.174632 0.728818 0.939874
 -0.464129 0.352084 0.773871 0.728818
 0.671316 -0.464129 -0.256409 0.773871
 -1.08633 0.671316 0.58621 -0.256409
 0.400028 -1.08633 -0.639537 0.58621
 -0.272438 0.400028 0.0116346 -0.639537
 0.5551 -0.272438 -0.403654 0.0116346
 -0.717432 0.5551 0.200602 -0.403654
 -1.71284 -0.717432 -0.707872 0.200602
 -0.422778 -1.71284 -1.97071 -0.707872
 -1.63668 -0.422778 -1.38047 -1.97071
 -1.07984 -1.63668 -2.18305 -1.38047
 -0.853218 -1.07984 -2.26183 -2.18305
 -1.88882 -0.853218 -1.85974 -2.26183
 -0.337835 -1.88882 -2.71706 -1.85974
 -0.503889 -0.337835 -1.78549 -2.71706
 -0.655021 -0.503889 -1.52658 -1.78549
 -0.459267 -0.655021 -1.37098 -1.52658
 -1.04247 -0.459267 -1.1697 -1.37098
 -0.949417 -1.04247 -1.48363 -1.1697
 -0.782862 -0.949417 -1.66136 -1.48363
 -0.678852 -0.782862 -1.76594 -1.66136
 -0.701658 -0.678852 -1.51637 -1.76594
 0.0258724 -0.701658 -1.33352 -1.51637
 -0.156392 0.0258724 -0.637071 -1.33352
 0.432446 -0.156392 -0.630749 -0.637071
 -0.153946 0.432446 -0.093433 -0.630749
 -0.944779 -0.153946 0.026662 -0.093433
 -0.713728 -0.944779 -1.19643 0.026662
 0.784362 -0.713728 -1.17163 -1.19643
 0.452342 0.784362 0.20601 -1.17163
 0.92476 0.452342 0.512351 0.20601
 1.86294 0.92476 1.20122 0.512351
 -0.675636 1.86294 2.53964 1.20122
 -0.109487 -0.675636 0.508371 2.53964
 -0.563632 -0.109487 0.291943 0.508371
 0.0233969 -0.563632 -0.431887 0.291943
 0.558048 0.0233969 -0.19781 -0.431887
 0.295535 0.558048 0.405287 -0.19781
 0.334061 0.295535 0.523322 0.405287
 -0.132115 0.334061 0.699096 0.523322
 0.50094 -0.132115 0.10529 0.699096
 -0.165653 0.50094 0.714326 0.10529
 -0.196463 -0.165653 0.226324 0.714326
 0.804429 -0.196463 -0.248904 0.226324
 0.0146419 0.804429 0.721049 -0.248904
 -0.00864002 0.0146419 0.442075 0.721049
 0.38249 -0.00864002 0.408585 0.442075
 -1.11164 0.38249 0.49484 0.408585
 0.0368174 -1.11164 -0.745728 0.49484
 -0.74406 0.0368174 -0.25117 -0.745728
 0.139764 -0.74406 -0.770496 -0.25117
 1.30594 0.139764 -0.3649 -0.770496
 1.26685 1.30594 1.17148 -0.3649
 0.436847 1.26685 1.8102 1.17148
 -0.48352 0.436847 1.42468 1.8102
 1.59999 -0.48352 0.369251 1.42468
 0.838526 1.59999 1.77078 0.369251
 0.293726 0.838526 1.64219 1.77078
 0.808226 0.293726 1.06189 1.64219
 -0.571171 0.808226 1.38664 1.06189
 1.40222 -0.571171 0.1447 1.38664
 -0.273857 1.40222 1.49087 0.1447
 -0.400019 -0.273857 0.354005 1.49087
 0.770846 -0.400019 -0.239597 0.354005
 -0.796195 0.770846 0.649978 -0.239597
