 -0.014436 1.50603 2.26834 0.0581905 2.07642 4.31489 1.41089 1.699
 0.0537938 1.90647 3.63753 -0.0540567 2.00264 4.0135 2.26251 1.58032
 -0.094454 1.65886 2.76075 0.0555401 1.65668 2.74766 1.71716 1.0819
 0.047009 1.43511 2.06176 -0.0134516 1.62768 2.64952 1.2824 1.04325
 -0.0410184 1.29618 1.68177 0.0370912 1.47908 2.18906 1.04604 0.861949
 0.0233538 1.2088 1.46175 0.00646179 1.48014 2.19087 0.909193 0.86266
 -0.0155613 1.1594 1.34445 0.0257043 1.42045 2.01833 0.836235 0.794721
 0.00972119 1.12309 1.26142 0.0140313 1.40764 1.98164 0.784588 0.780274
 -0.00518049 1.08961 1.18729 0.0212452 1.36028 1.85082 0.738481 0.728764
 0.00380551 1.05212 1.10698 0.0181745 1.32223 1.74862 0.688529 0.688525
 -0.00176781 1.00871 1.0175 0.0207719 1.26502 1.6007 0.632877 0.630279
 0.000492562 0.960336 0.922245 0.0173085 1.20684 1.45677 0.573628 0.573607
 -0.00229185 0.908738 0.82581 0.0134801 1.13791 1.29501 0.513646 0.509915
 -0.00240224 0.856845 0.734189 0.0139171 1.07695 1.16002 0.456658 0.45676
 0.000162905 0.809844 0.655847 0.0188395 1.01548 1.03156 0.407931 0.406178
 0.00485582 0.763831 0.583461 0.0238584 0.953163 0.909089 0.362907 0.357956
 0.0077299 0.717133 0.51434 0.0290275 0.893542 0.79926 0.319914 0.314711
 0.00915227 0.673198 0.453279 0.0332084 0.841395 0.709049 0.281935 0.27919
 0.0085932 0.634682 0.402895 0.0367444 0.797201 0.63688 0.250597 0.250773
 0.00704904 0.602934 0.36358 0.0374265 0.761393 0.58112 0.226143 0.228817
 0.00364599 0.578302 0.334446 0.033828 0.731621 0.536413 0.208022 0.211214
 -0.00158466 0.55792 0.311277 0.027374 0.703795 0.496076 0.193611 0.195331
 -0.00633959 0.539061 0.290627 0.0194423 0.677032 0.458751 0.180767 0.180634
 -0.00909905 0.522346 0.272928 0.0137665 0.655682 0.430108 0.169759 0.169356
 -0.0086332 0.510002 0.260177 0.0103783 0.640616 0.410497 0.161827 0.161634
 -0.00706311 0.501392 0.251444 0.00769351 0.629513 0.396346 0.156396 0.156062
 -0.00596208 0.494942 0.245003 0.00571102 0.620733 0.385343 0.15239 0.15173
 -0.00501318 0.489803 0.239932 0.00417162 0.613418 0.376299 0.149235 0.148168
 -0.00424895 0.48551 0.235738 0.00302095 0.607108 0.36859 0.146627 0.145133
 -0.00357352 0.481785 0.232129 0.0021028 0.601549 0.361866 0.144382 0.142486
 -0.00303316 0.478447 0.228921 0.00138371 0.59656 0.355886 0.142387 0.140131
 -0.00257883 0.475383 0.225995 0.000790228 0.59202 0.350488 0.140567 0.138005
 -0.00222172 0.472514 0.223274 0.000311471 0.587826 0.34554 0.138874 0.136057
 -0.001925 0.469789 0.220705 -9.23775e-05 0.583911 0.340952 0.137276 0.134251
