3	    -3.82205       2.05896     -0.210865       2.36084       5.61802  300
4	    -2.27211       2.39557      0.065782       1.96623        3.8704  400
5	    -2.69103       2.25462    0.00890472       1.63167       2.66243  500
6	     -1.9046       2.07707     0.0269276       1.37245       1.88434  600
7	    -1.89816       1.86135     0.0305468       1.18004       1.39343  700
8	    -1.65795       1.74652    0.00570769       1.05582       1.11479  800
9	    -1.68375       1.61001    0.00167419      0.938383      0.880565  900
10	     -1.5093       1.48948   -0.00853139      0.854035      0.729449  1000
11	    -1.34936       1.35574    -0.0112942      0.781381      0.610683  1100
12	    -1.34984       1.37703     -0.013902      0.721881      0.521305  1200
13	    -1.25055       1.28049     -0.016102      0.670793      0.450223  1300
14	     -1.1232       1.22908    -0.0178287      0.623636      0.389239  1400
15	    -1.08501       1.05026    -0.0194146      0.587568      0.345613  1500
16	    -1.06104       1.05734    -0.0202253      0.554649      0.308044  1600
17	    -1.01234      0.978221    -0.0206861      0.524022      0.275027  1700
18	   -0.954281      0.993148    -0.0211451      0.496604      0.247063  1800
19	   -0.986578      0.936339    -0.0216782      0.470724      0.222051  1900
20	   -0.958988      0.910766    -0.0218017      0.450423      0.203356  2000
21	   -0.942474      0.957503     -0.022466      0.431881      0.187026  2100
22	    -0.82272      0.849717    -0.0224018      0.412784      0.170893  2200
23	   -0.833517       0.89421    -0.0204188      0.397619      0.158518  2300
24	   -0.804244      0.975249    -0.0207587      0.382888      0.147034  2400
25	   -0.778696      0.959517    -0.0205568      0.370078       0.13738  2500
26	   -0.782381      0.814263    -0.0206783      0.358942      0.129267  2600
27	   -0.777731      0.770378    -0.0204833      0.343644       0.11851  2700
28	   -0.703196      0.740071    -0.0202669      0.336033      0.113329  2800
29	   -0.739623      0.762104    -0.0203843      0.323992      0.105386  2900
30	   -0.708155      0.679591    -0.0201759      0.316412      0.100524  3000
