3	    -3.83107       2.16944   -0.00547377       2.41991         5.856  300
4	    -2.42349       2.40273   -0.00530051        1.9961       3.98446  400
5	    -2.72155       2.37846   -0.00384669       1.67416       2.80283  500
6	    -2.04154       2.14822   -0.00291787       1.42526       2.03138  600
7	     -2.0434       2.00171   -0.00233891       1.24233        1.5434  700
8	    -1.78048       1.88174   -0.00178377       1.10706       1.22558  800
9	    -1.76684       1.69349   -0.00130493      0.987046      0.974261  900
10	     -1.6239        1.6386   -0.00127612      0.892737      0.796982  1000
11	    -1.47726       1.43953   -0.00107105       0.81973      0.671959  1100
12	    -1.35432       1.39312  -0.000826456      0.754641      0.569484  1200
13	    -1.33502       1.31152  -0.000793611      0.700389      0.490545  1300
14	    -1.20554       1.31668  -0.000532653      0.653212      0.426686  1400
15	     -1.2081       1.15722  -0.000587007      0.613758      0.376699  1500
16	    -1.13759       1.22055  -0.000453476      0.578686      0.334878  1600
17	    -1.11525       1.07706  -0.000377946      0.544782      0.296788  1700
18	    -1.02817       1.08044  -0.000400591       0.51739      0.267692  1800
19	    -1.05123       1.03613   -0.00041707      0.491554      0.241625  1900
20	    -1.11098       1.07037  -0.000393048      0.469688      0.220607  2000
21	    -1.00922       1.03705  -0.000307105       0.44946      0.202015  2100
22	   -0.909536      0.947247  -0.000268425      0.430636      0.185448  2200
23	   -0.901254       1.00298   -0.00022895      0.415129      0.172332  2300
24	   -0.836594       1.09229  -0.000196826      0.400172      0.160138  2400
25	   -0.876111       1.03289  -0.000179993      0.385561      0.148658  2500
26	   -0.835398      0.878901  -0.000172516      0.373559      0.139546  2600
27	   -0.952404      0.842136  -0.000114008      0.361297      0.130535  2700
28	   -0.836617      0.842865   -0.00012213      0.350979      0.123186  2800
29	   -0.866157      0.780202  -0.000102979      0.340805      0.116148  2900
30	   -0.849313      0.767134  -9.79668e-05      0.331542       0.10992  3000
