 0.0516046 0.0516046 0.00266304 4.29466e-10 0.0516046 0.0516046 0.0516046
 0.0640366 0.0640366 0.00425524 0.012432 0.0764685 0.0516046 0.0764685
 0.0463303 0.0463303 0.00287656 0.0270196 0.0764685 0.0109178 0.0764685
 0.0294373 0.0294373 0.00227022 0.0374655 0.0764685 -0.0212417 0.0764685
 0.0287371 -0.0287371 0.0154858 0.121079 0.0764685 -0.261435 0.261435
 0.0370119 -0.0370119 0.0139289 0.112067 0.0764685 -0.261435 0.261435
 0.00950547 0.00950547 0.0238384 0.154104 0.28861 -0.261435 0.28861
 0.0489502 0.0489502 0.0340669 0.177963 0.325063 -0.261435 0.325063
 0.0460268 0.0460268 0.0303386 0.167989 0.325063 -0.261435 0.325063
 0.012887 0.012887 0.0354484 0.187836 0.325063 -0.285371 0.325063
 0.0583802 0.0583802 0.0561795 0.22972 0.513313 -0.285371 0.513313
 0.0514558 0.0514558 0.0515488 0.221136 0.513313 -0.285371 0.513313
 0.0603303 0.0603303 0.0497243 0.214673 0.513313 -0.285371 0.513313
 0.0452321 0.0452321 0.0478022 0.213907 0.513313 -0.285371 0.513313
 0.0665214 0.0665214 0.0534762 0.221475 0.513313 -0.285371 0.513313
 0.0599226 0.0599226 0.0502293 0.21596 0.513313 -0.285371 0.513313
 0.0576766 0.0576766 0.0473024 0.209704 0.513313 -0.285371 0.513313
 0.0570136 0.0570136 0.0447908 0.203814 0.513313 -0.285371 0.513313
 0.0550087 0.0550087 0.0424522 0.19856 0.513313 -0.285371 0.513313
 0.0570632 0.0570632 0.0407913 0.19374 0.513313 -0.285371 0.513313
 0.0580252 0.0580252 0.0391332 0.18912 0.513313 -0.285371 0.513313
 0.049311 0.049311 0.0381668 0.189038 0.513313 -0.285371 0.513313
 0.0568999 0.0568999 0.0386861 0.188278 0.513313 -0.285371 0.513313
 0.0526254 0.0526254 0.0371612 0.18545 0.513313 -0.285371 0.513313
 0.0503301 0.0503301 0.0356756 0.182051 0.513313 -0.285371 0.513313
 0.057311 0.057311 0.0363707 0.181896 0.513313 -0.285371 0.513313
 0.0522501 0.0522501 0.0352567 0.180352 0.513313 -0.285371 0.513313
 0.0483104 0.0483104 0.034118 0.178281 0.513313 -0.285371 0.513313
 0.0508015 0.0508015 0.0334426 0.175675 0.513313 -0.285371 0.513313
 0.0430594 0.0430594 0.0334255 0.177683 0.513313 -0.285371 0.513313
 0.0355983 0.0355983 0.0334902 0.179508 0.513313 -0.285371 0.513313
 0.0337361 0.0337361 0.0324616 0.176984 0.513313 -0.285371 0.513313
 0.0403151 0.0403151 0.0333846 0.178212 0.513313 -0.285371 0.513313
 0.046026 0.046026 0.0340199 0.17861 0.513313 -0.285371 0.513313
 0.050186 0.050186 0.0340971 0.177703 0.513313 -0.285371 0.513313
 0.0477434 0.0477434 0.0331895 0.175813 0.513313 -0.285371 0.513313
 0.049039 0.049039 0.0325399 0.173595 0.513313 -0.285371 0.513313
