0	0	-0.0342652	-0.0345938
1	0	-0.00989357	-0.0244382
2	0	0.000575907	-0.0114967
3	0	0.00953527	-0.00280116
4	0	0.0534405	0.0453295
5	0	-0.0294812	-0.0175036
6	0	-0.00273587	-0.0126109
7	0	-0.0222488	-0.024176
8	0	0.0133523	-0.000949537
9	0	-0.0296082	-0.0329527
10	0	0.00692737	-0.0132458
11	0	-0.033639	-0.0433584
12	0	0.0242799	-0.0032901
13	0	0.00255938	-0.00663705
14	0	0.0345055	0.0188319
15	0	-0.00939747	-0.00821538
16	0	-0.0307076	-0.041056
17	0	-0.0241782	-0.0424417
18	0	-0.00248341	-0.0265352
19	0	-0.0265456	-0.0481908
20	0	0.00163375	-0.0311624
21	0	-0.0652781	-0.0914762
22	0	0.0184363	-0.0362249
23	0	-0.0129889	-0.0457037
24	0	-0.0236411	-0.0693535
25	-0.5	-0.0112575	-0.512281
26	-0.5	-0.408607	-0.528085
27	-0.5	-0.244364	-0.495875
28	-0.5	-0.447836	-0.551842
29	-0.5	-0.38654	-0.54645
30	-0.5	-0.42676	-0.531016
31	-0.5	-0.402591	-0.513984
32	-0.5	-0.505007	-0.588482
33	-0.5	-0.426505	-0.54206
34	-0.5	-0.497661	-0.583083
35	-0.5	-0.442253	-0.556153
36	-0.5	-0.483261	-0.575827
37	-0.5	-0.47645	-0.587109
38	-0.5	-0.477729	-0.586742
39	-0.5	-0.455034	-0.570444
40	-0.5	-0.485838	-0.594577
41	-0.5	-0.464939	-0.586628
42	-0.5	-0.485714	-0.602219
43	-0.5	-0.489191	-0.617362
44	-0.5	-0.436194	-0.570085
45	-0.5	-0.453813	-0.572016
46	-0.5	-0.472328	-0.593525
47	-0.5	-0.487417	-0.612167
48	-0.5	-0.48375	-0.617442
49	-0.5	-0.481442	-0.619486
50	0.5	-0.505804	0.252665
51	0.5	0.380033	0.359357
52	0.5	0.101048	0.369923
53	0.5	0.357706	0.358295
54	0.5	0.314048	0.382604
55	0.5	0.417983	0.40064
56	0.5	0.382192	0.385184
57	0.5	0.440945	0.405052
58	0.5	0.40143		0.376985
59	0.5	0.470054	0.41865
60	0.5	0.451707	0.420216
61	0.5	0.52609		0.485714
62	0.5	0.46067		0.455356
63	0.5	0.501367	0.482046
64	0.5	0.444946	0.450537
65	0.5	0.453462	0.442634
66	0.5	0.412433	0.407082
67	0.5	0.476419	0.450299
68	0.5	0.466548	0.459858
69	0.5	0.450421	0.440705
70	0.5	0.485425	0.474382
71	0.5	0.469331	0.472438
72	0.5	0.481876	0.484433
73	0.5	0.461219	0.47476
74	0.5	0.501323	0.511765
75	-0.5	0.455325	-0.41471
76	-0.5	-0.390981	-0.507999
77	-0.5	-0.0557558	-0.45198
78	-0.5	-0.360785	-0.468527
79	-0.5	-0.287913	-0.472194
80	-0.5	-0.402275	-0.483385
81	-0.5	-0.357408	-0.457593
82	-0.5	-0.454897	-0.504601
83	-0.5	-0.348185	-0.419771
84	-0.5	-0.442449	-0.457082
85	-0.5	-0.458732	-0.494394
86	-0.5	-0.426326	-0.456944
87	-0.5	-0.443996	-0.463735
88	-0.5	-0.45942	-0.480516
89	-0.5	-0.439781	-0.463868
90	-0.5	-0.488194	-0.505097
91	-0.5	-0.440912	-0.47712
92	-0.5	-0.456189	-0.478093
93	-0.5	-0.460226	-0.489627
94	-0.5	-0.479315	-0.509298
95	-0.5	-0.496467	-0.537724
96	-0.5	-0.487998	-0.542874
97	-0.5	-0.543154	-0.60564
98	-0.5	-0.507473	-0.603994
99	-0.5	-0.497573	-0.598902
100	0.5	-0.505553	0.282235
101	0.5	0.307444	0.318447
102	0.5	0.0319166	0.298218
103	0.5	0.354032	0.33759
104	0.5	0.207802	0.267185
105	0.5	0.406708	0.331345
106	0.5	0.389922	0.355475
107	0.5	0.454916	0.380076
108	0.5	0.425907	0.370708
109	0.5	0.462022	0.388487
110	0.5	0.44867		0.388429
111	0.5	0.428574	0.362284
112	0.5	0.435491	0.362241
113	0.5	0.488028	0.412573
114	0.5	0.483625	0.427104
115	0.5	0.466907	0.416531
116	0.5	0.448537	0.401585
117	0.5	0.469047	0.419191
118	0.5	0.488917	0.448452
119	0.5	0.467539	0.4394
120	0.5	0.473204	0.445626
121	0.5	0.460492	0.441184
122	0.5	0.472756	0.452872
123	0.5	0.48958		0.478306
124	0.5	0.454007	0.454466
125	-0.5	0.473345	-0.433638
126	-0.5	-0.304403	-0.436743
127	-0.5	-0.085972	-0.466772
128	-0.5	-0.33265	-0.454444
129	-0.5	-0.303071	-0.476223
130	-0.5	-0.385509	-0.472953
131	-0.5	-0.357292	-0.449068
132	-0.5	-0.365968	-0.413547
133	-0.5	-0.388608	-0.416386
134	-0.5	-0.409054	-0.4192
135	-0.5	-0.487787	-0.488293
136	-0.5	-0.464691	-0.48718
137	-0.5	-0.46901	-0.486913
138	-0.5	-0.49295	-0.519009
139	-0.5	-0.460855	-0.500666
140	-0.5	-0.451495	-0.487097
141	-0.5	-0.490208	-0.525728
142	-0.5	-0.438399	-0.490085
143	-0.5	-0.458656	-0.495218
144	-0.5	-0.488663	-0.533542
145	-0.5	-0.430502	-0.487345
146	-0.5	-0.486549	-0.526351
147	-0.5	-0.452605	-0.514228
148	-0.5	-0.489929	-0.540874
149	-0.5	-0.438954	-0.509429
150	0.5	-0.461943	0.385034
151	0.5	0.35706		0.431175
152	0.5	0.0700169	0.414544
153	0.5	0.368968	0.436126
154	0.5	0.263101	0.404836
155	0.5	0.37982		0.407191
156	0.5	0.395138	0.436732
157	0.5	0.445879	0.456503
158	0.5	0.428825	0.447485
159	0.5	0.464172	0.466901
160	0.5	0.438471	0.450805
161	0.5	0.471969	0.471643
162	0.5	0.471888	0.483259
163	0.5	0.442776	0.455102
164	0.5	0.440406	0.444956
165	0.5	0.43393		0.434561
166	0.5	0.4655		0.458396
167	0.5	0.47535		0.476346
168	0.5	0.449283	0.45524
169	0.5	0.497956	0.498093
170	0.5	0.522572	0.543382
171	0.5	0.505157	0.54466
172	0.5	0.493007	0.54253
173	0.5	0.490476	0.548257
174	0.5	0.478539	0.544326
175	-0.5	0.488185	-0.343806
176	-0.5	-0.358792	-0.417286
177	-0.5	-0.0671577	-0.402512
178	-0.5	-0.378981	-0.43622
179	-0.5	-0.289549	-0.429573
180	-0.5	-0.397917	-0.43435
181	-0.5	-0.345189	-0.400898
182	-0.5	-0.440277	-0.442213
183	-0.5	-0.457254	-0.478751
184	-0.5	-0.433496	-0.45042
185	-0.5	-0.439583	-0.449152
186	-0.5	-0.409258	-0.416885
187	-0.5	-0.437249	-0.427381
188	-0.5	-0.4335		-0.426634
189	-0.5	-0.472777	-0.458499
190	-0.5	-0.479709	-0.479765
191	-0.5	-0.484568	-0.491681
192	-0.5	-0.489491	-0.50772
193	-0.5	-0.497324	-0.526725
194	-0.5	-0.416363	-0.459661
195	-0.5	-0.491779	-0.511243
196	-0.5	-0.469641	-0.517383
197	-0.5	-0.439579	-0.48228
198	-0.5	-0.489575	-0.527108
199	-0.5	-0.492214	-0.548635
200	0.5	-0.475014	0.361833
201	0.5	0.302567	0.372234
202	0.5	0.0573606	0.372405
203	0.5	0.348912	0.39385
204	0.5	0.288624	0.398408
205	0.5	0.367511	0.379885
206	0.5	0.359286	0.373878
207	0.5	0.384603	0.358641
208	0.5	0.380483	0.342591
209	0.5	0.417466	0.355105
210	0.5	0.421008	0.356282
211	0.5	0.428942	0.353955
212	0.5	0.405749	0.32717
213	0.5	0.456831	0.361983
214	0.5	0.456393	0.374204
215	0.5	0.447245	0.364232
216	0.5	0.484455	0.401537
217	0.5	0.502667	0.436328
218	0.5	0.434019	0.383827
219	0.5	0.46715		0.401795
220	0.5	0.458417	0.40756
221	0.5	0.494031	0.441136
222	0.5	0.455027	0.422082
223	0.5	0.498359	0.458025
224	0.5	0.453024	0.436146
225	-0.5	0.479179	-0.449463
226	-0.5	-0.300503	-0.449463
227	-0.5	-0.0850177	-0.482017
228	-0.5	-0.299341	-0.436507
229	-0.5	-0.28913	-0.462492
230	-0.5	-0.363489	-0.45209
231	-0.5	-0.383482	-0.46703
232	-0.5	-0.408008	-0.463872
233	-0.5	-0.438324	-0.485552
234	-0.5	-0.443181	-0.487732
235	-0.5	-0.463		-0.503513
236	-0.5	-0.434685	-0.480419
237	-0.5	-0.422319	-0.456295
238	-0.5	-0.438688	-0.463497
239	-0.5	-0.402615	-0.425817
240	-0.5	-0.458689	-0.460858
241	-0.5	-0.390169	-0.4061
242	-0.5	-0.462797	-0.446186
243	-0.5	-0.433562	-0.438327
244	-0.5	-0.481967	-0.47136
245	-0.5	-0.443473	-0.45422
246	-0.5	-0.508767	-0.5074
247	-0.5	-0.509731	-0.539613
248	-0.5	-0.504472	-0.545909
249	-0.5	-0.506832	-0.563905
250	0.5	-0.511426	0.318134
251	0.5	0.319744	0.369552
252	0.5	0.0953424	0.405345
253	0.5	0.35122		0.401932
254	0.5	0.345604	0.456285
255	0.5	0.380251	0.419973
256	0.5	0.38526		0.419475
257	0.5	0.445873	0.45215
258	0.5	0.405406	0.419287
259	0.5	0.484978	0.473095
260	0.5	0.468532	0.480566
261	0.5	0.440598	0.446947
262	0.5	0.418605	0.418845
263	0.5	0.473271	0.45962
264	0.5	0.457417	0.458194
265	0.5	0.498624	0.493705
266	0.5	0.403769	0.41929
267	0.5	0.475243	0.457941
268	0.5	0.516094	0.522038
269	0.5	0.443998	0.466493
270	0.5	0.476564	0.484301
271	0.5	0.461617	0.483906
272	0.5	0.471884	0.48968
273	0.5	0.452305	0.477841
274	0.5	0.435976	0.455644
275	-0.5	0.43667		-0.451893
276	-0.5	-0.415061	-0.54493
277	-0.5	-0.0823218	-0.502205
278	-0.5	-0.33705	-0.474085
279	-0.5	-0.287685	-0.485908
280	-0.5	-0.382959	-0.483847
281	-0.5	-0.383823	-0.492225
282	-0.5	-0.418808	-0.493086
283	-0.5	-0.456151	-0.527977
284	-0.5	-0.440753	-0.513873
285	-0.5	-0.47049	-0.534861
286	-0.5	-0.472035	-0.545592
287	-0.5	-0.469213	-0.54444
288	-0.5	-0.464711	-0.542941
289	-0.5	-0.486032	-0.564904
290	-0.5	-0.407823	-0.497816
291	-0.5	-0.452898	-0.514374
292	-0.5	-0.428715	-0.500939
293	-0.5	-0.426332	-0.482067
294	-0.5	-0.422367	-0.47222
295	-0.5	-0.463344	-0.502333
296	-0.5	-0.46632	-0.515137
297	-0.5	-0.456624	-0.506761
298	-0.5	-0.443948	-0.49397
299	-0.5	-0.443392	-0.488797
300	0.5	-0.41225	0.445602
301	0.5	0.371118	0.482579
302	0.5	0.0345651	0.408937
303	0.5	0.410313	0.492533
304	0.5	0.251454	0.432375
305	0.5	0.37935		0.428533
306	0.5	0.372248	0.441137
307	0.5	0.39653		0.421235
308	0.5	0.420737	0.437106
309	0.5	0.438039	0.443176
310	0.5	0.463371	0.465325
311	0.5	0.469791	0.47613
312	0.5	0.441053	0.450576
313	0.5	0.492833	0.493148
314	0.5	0.48018		0.500001
315	0.5	0.427504	0.447887
316	0.5	0.451254	0.456782
317	0.5	0.450206	0.45986
318	0.5	0.475126	0.48047
319	0.5	0.458863	0.474057
320	0.5	0.465439	0.476856
321	0.5	0.445824	0.462187
322	0.5	0.478881	0.488113
323	0.5	0.440168	0.462226
324	0.5	0.437217	0.446163
325	-0.5	0.410859	-0.484303
326	-0.5	-0.348464	-0.497627
327	-0.5	-0.070236	-0.473261
328	-0.5	-0.337024	-0.468777
329	-0.5	-0.271248	-0.461034
330	-0.5	-0.399414	-0.486079
331	-0.5	-0.364177	-0.469239
332	-0.5	-0.382996	-0.440706
333	-0.5	-0.401473	-0.447291
334	-0.5	-0.417432	-0.446848
335	-0.5	-0.424815	-0.446318
