0.05 0.0510 1.0074 1.0261
0.1  0.0497 0.0712 1.0290
0.2  0.0569 0.0687 1.0375
0.3  0.0572 0.0681 0.0947
0.4  0.0458 0.0598 0.0981
0.5  0.0622 0.0804 0.0823
