0.05 0.9508 1.0013 0.9997
0.1  0.9842 1.0325 1.0106
0.2  1.3027 1.0987 1.0705
0.3  1.3617 1.2854 1.2134
0.4  1.9263 1.2554 1.2788
0.5  2.2544 1.6581 1.7474
