0.3333	0.086	0.079	0.0882841	0.145
0.200	0.019	0.013	0.0193098	0.067
0.100	0.008	0.002	0.00714171	0.054
0.050	0.005	0.001	0.00411389	0.052
0.0333	0.0031	0.0016	0.00328275	0.0537
0.025	0.0021	0.0024	0.0026416	0.0589
0.020	0.0018	0.0035	0.00188573	0.0523
