0.05 0.0991 0.0082 0.0078
0.1  0.3030 0.0314 0.0162
0.2  0.4749 0.1047 0.0461
0.3  0.6595 0.2345 0.2154
0.4  1.0056 0.2631 0.2218
0.5  1.4277 0.6398 0.7961
