3	    -1.19729      0.716519   -0.00194542      0.598263      0.357923  300
4	   -0.917253      0.860567  -0.000726129      0.511444      0.261575  400
5	   -0.988281       1.00822  -0.000975634      0.446899      0.199719  500
6	   -0.838187      0.767468   -0.00087472      0.377276      0.142338  600
7	   -0.845623      0.760053  -0.000601203      0.339414      0.115202  700
8	   -0.759298      0.686548  -0.000479233      0.305871     0.0935576  800
9	   -0.690276      0.762823  -0.000276996      0.280642     0.0787599  900
10	   -0.623715      0.669879  -0.000246148      0.261454     0.0683582  1000
11	   -0.609838      0.605738  -0.000247848      0.245823      0.060429  1100
12	   -0.618823      0.713041  -7.72639e-05       0.23475     0.0551076  1200
13	   -0.682245       0.60501  -0.000236306      0.222281     0.0494088  1300
14	   -0.580151       0.65638  -0.000102628      0.210961     0.0445048  1400
15	    -0.55522      0.567057  -9.85071e-05      0.204218      0.041705  1500
16	   -0.539299      0.630051  -7.32711e-05      0.197119      0.038856  1600
17	   -0.556617      0.684495  -0.000121868       0.19187     0.0368142  1700
18	   -0.573895      0.599453  -0.000108405      0.188653       0.03559  1800
19	   -0.661597       0.56244  -3.82519e-05      0.182383     0.0332634  1900
20	   -0.558494      0.564907  -0.000142879      0.178891      0.032002  2000
21	   -0.543679      0.562673  -0.000107479       0.17649     0.0311486  2100
22	   -0.611618      0.536799  -7.00249e-05      0.173998     0.0302754  2200
23	   -0.542568      0.545109  -8.02513e-05      0.171133     0.0292867  2300
24	   -0.619254      0.519678  -3.52762e-05      0.168291     0.0283217  2400
25	   -0.609766      0.581779  -4.26417e-05      0.166207     0.0276247  2500
26	   -0.625954      0.512491   1.15361e-05      0.165083     0.0272525  2600
27	   -0.564386       0.51401  -2.58723e-05      0.162839     0.0265166  2700
28	   -0.525111      0.525298  -3.26271e-06      0.160379     0.0257216  2800
29	   -0.561038      0.522403   3.10779e-05      0.159671     0.0254947  2900
30	   -0.531603      0.522066  -1.87581e-05      0.158029     0.0249731  3000
