3	    -1.30868       1.08418   -0.00235554      0.649713      0.422133  300
4	   -0.975507       1.01397  -0.000725843      0.490437      0.240529  400
5	    -1.07696      0.948869   -0.00103138       0.42358      0.179421  500
6	   -0.996348      0.863728  -0.000774949      0.359852      0.129494  600
7	    -0.93212      0.797985  -0.000563101      0.324155      0.105077  700
8	    -0.84863      0.800008  -0.000429447      0.295298     0.0872011  800
9	   -0.731973      0.828221  -0.000136057      0.272334      0.074166  900
10	   -0.732033      0.694019  -7.05189e-05      0.254867     0.0649572  1000
11	   -0.738105      0.658286  -0.000147649      0.242263     0.0586914  1100
12	   -0.695434      0.656887   6.78359e-05      0.235726     0.0555666  1200
13	   -0.759498      0.662587  -6.49525e-05      0.226923     0.0514941  1300
14	   -0.676254      0.654722   2.06536e-05      0.219733     0.0482827  1400
15	   -0.677465      0.615177   4.06876e-07      0.214464     0.0459947  1500
16	   -0.666567      0.636525   3.88799e-05      0.209329     0.0438185  1600
17	   -0.617288      0.618457  -3.08353e-05      0.205183        0.0421  1700
18	   -0.659141      0.743001  -6.56044e-05      0.206106     0.0424796  1800
19	   -0.679815      0.601775   3.46971e-05      0.202746     0.0411058  1900
20	   -0.638794      0.596604  -0.000114017      0.200736     0.0402949  2000
21	   -0.605484      0.635991  -7.28824e-05      0.200412     0.0401649  2100
22	   -0.650524      0.577082    1.1952e-06      0.198623      0.039451  2200
23	   -0.594127      0.683496  -3.01686e-05      0.197044     0.0388263  2300
24	   -0.597721      0.641697  -7.42092e-07      0.195458      0.038204  2400
25	   -0.589176      0.670666  -7.28785e-06      0.194589      0.037865  2500
26	   -0.647227      0.663558   3.81369e-05      0.194749     0.0379272  2600
27	   -0.648916      0.582209   1.44388e-05      0.193312     0.0373694  2700
28	   -0.623427      0.643092   1.39422e-05      0.191867     0.0368129  2800
29	   -0.643979      0.653506   4.83686e-05      0.191554      0.036693  2900
30	   -0.615602      0.672242  -3.49971e-06      0.191391     0.0366305  3000
