-4	-4	0
-3.5	-4	0
-3	-4	0
-2.5	-4	0
-2	-4	0
-1.5	-4	0
-1	-4	0
-0.5	-4	0
0	-4	0
0.5	-4	0
1	-4	0
1.5	-4	0
2	-4	0
2.5	-4	0
3	-4	0
3.5	-4	0

-4	-3.5	0
-3.5	-3.5	0
-3	-3.5	0
-2.5	-3.5	0
-2	-3.5	0
-1.5	-3.5	0
-1	-3.5	0
-0.5	-3.5	0
0	-3.5	0
0.5	-3.5	0
1	-3.5	0
1.5	-3.5	0
2	-3.5	0
2.5	-3.5	0
3	-3.5	0
3.5	-3.5	0

-4	-3	0
-3.5	-3	0
-3	-3	1
-2.5	-3	0
-2	-3	0
-1.5	-3	0
-1	-3	2
-0.5	-3	0
0	-3	0
0.5	-3	2
1	-3	0
1.5	-3	0
2	-3	0
2.5	-3	0
3	-3	0
3.5	-3	0

-4	-2.5	0
-3.5	-2.5	0
-3	-2.5	0
-2.5	-2.5	0
-2	-2.5	0
-1.5	-2.5	1
-1	-2.5	2
-0.5	-2.5	5
0	-2.5	3
0.5	-2.5	3
1	-2.5	1
1.5	-2.5	2
2	-2.5	0
2.5	-2.5	0
3	-2.5	0
3.5	-2.5	0

-4	-2	0
-3.5	-2	0
-3	-2	0
-2.5	-2	1
-2	-2	0
-1.5	-2	3
-1	-2	8
-0.5	-2	7
0	-2	5
0.5	-2	7
1	-2	4
1.5	-2	2
2	-2	1
2.5	-2	0
3	-2	0
3.5	-2	0

-4	-1.5	0
-3.5	-1.5	0
-3	-1.5	0
-2.5	-1.5	0
-2	-1.5	6
-1.5	-1.5	6
-1	-1.5	11
-0.5	-1.5	12
0	-1.5	13
0.5	-1.5	11
1	-1.5	7
1.5	-1.5	8
2	-1.5	1
2.5	-1.5	2
3	-1.5	0
3.5	-1.5	0

-4	-1	1
-3.5	-1	0
-3	-1	1
-2.5	-1	4
-2	-1	5
-1.5	-1	21
-1	-1	21
-0.5	-1	37
0	-1	31
0.5	-1	17
1	-1	18
1.5	-1	13
2	-1	4
2.5	-1	1
3	-1	0
3.5	-1	1

-4	-0.5	0
-3.5	-0.5	0
-3	-0.5	3
-2.5	-0.5	5
-2	-0.5	8
-1.5	-0.5	12
-1	-0.5	29
-0.5	-0.5	29
0	-0.5	33
0.5	-0.5	31
1	-0.5	13
1.5	-0.5	15
2	-0.5	3
2.5	-0.5	1
3	-0.5	1
3.5	-0.5	1

-4	0	0
-3.5	0	0
-3	0	0
-2.5	0	4
-2	0	13
-1.5	0	19
-1	0	37
-0.5	0	35
0	0	26
0.5	0	25
1	0	16
1.5	0	4
2	0	10
2.5	0	0
3	0	3
3.5	0	0

-4	0.5	0
-3.5	0.5	1
-3	0.5	0
-2.5	0.5	7
-2	0.5	6
-1.5	0.5	12
-1	0.5	22
-0.5	0.5	25
0	0.5	22
0.5	0.5	21
1	0.5	13
1.5	0.5	10
2	0.5	9
2.5	0.5	0
3	0.5	0
3.5	0.5	0

-4	1	0
-3.5	1	1
-3	1	0
-2.5	1	2
-2	1	6
-1.5	1	9
-1	1	12
-0.5	1	18
0	1	12
0.5	1	11
1	1	8
1.5	1	10
2	1	4
2.5	1	0
3	1	0
3.5	1	0

-4	1.5	0
-3.5	1.5	1
-3	1.5	1
-2.5	1.5	0
-2	1.5	2
-1.5	1.5	6
-1	1.5	4
-0.5	1.5	9
0	1.5	9
0.5	1.5	9
1	1.5	1
1.5	1.5	5
2	1.5	1
2.5	1.5	0
3	1.5	0
3.5	1.5	0

-4	2	0
-3.5	2	0
-3	2	0
-2.5	2	0
-2	2	2
-1.5	2	1
-1	2	2
-0.5	2	5
0	2	1
0.5	2	3
1	2	1
1.5	2	1
2	2	0
2.5	2	1
3	2	0
3.5	2	0

-4	2.5	0
-3.5	2.5	0
-3	2.5	0
-2.5	2.5	0
-2	2.5	1
-1.5	2.5	0
-1	2.5	0
-0.5	2.5	1
0	2.5	1
0.5	2.5	1
1	2.5	0
1.5	2.5	1
2	2.5	0
2.5	2.5	0
3	2.5	0
3.5	2.5	0

-4	3	0
-3.5	3	0
-3	3	0
-2.5	3	0
-2	3	0
-1.5	3	0
-1	3	0
-0.5	3	0
0	3	0
0.5	3	1
1	3	0
1.5	3	0
2	3	0
2.5	3	0
3	3	0
3.5	3	0

-4	3.5	0
-3.5	3.5	0
-3	3.5	0
-2.5	3.5	0
-2	3.5	0
-1.5	3.5	0
-1	3.5	0
-0.5	3.5	0
0	3.5	0
0.5	3.5	0
1	3.5	0
1.5	3.5	0
2	3.5	0
2.5	3.5	0
3	3.5	0
3.5	3.5	0

