-5	-2.5	0
-4	-2.5	0
-3	-2.5	0
-2	-2.5	0
-1	-2.5	0
0	-2.5	0
1	-2.5	0
2	-2.5	0
3	-2.5	0
4	-2.5	0

-5	-2	0
-4	-2	0
-3	-2	0
-2	-2	1
-1	-2	3
0	-2	5
1	-2	4
2	-2	2
3	-2	0
4	-2	2

-5	-1.5	0
-4	-1.5	0
-3	-1.5	2
-2	-1.5	0
-1	-1.5	2
0	-1.5	5
1	-1.5	2
2	-1.5	1
3	-1.5	1
4	-1.5	3

-5	-1	1
-4	-1	0
-3	-1	6
-2	-1	7
-1	-1	16
0	-1	20
1	-1	18
2	-1	8
3	-1	3
4	-1	0

-5	-0.5	0
-4	-0.5	1
-3	-0.5	1
-2	-0.5	11
-1	-0.5	19
0	-0.5	19
1	-0.5	21
2	-0.5	6
3	-0.5	0
4	-0.5	0

-5	0	2
-4	0	3
-3	0	6
-2	0	17
-1	0	28
0	0	33
1	0	13
2	0	6
3	0	0
4	0	0

-5	0.5	0
-4	0.5	1
-3	0.5	6
-2	0.5	11
-1	0.5	16
0	0.5	18
1	0.5	5
2	0.5	0
3	0.5	2
4	0.5	1

-5	1	0
-4	1	4
-3	1	6
-2	1	10
-1	1	7
0	1	3
1	1	1
2	1	0
3	1	0
4	1	0

-5	1.5	1
-4	1.5	0
-3	1.5	0
-2	1.5	0
-1	1.5	2
0	1.5	5
1	1.5	1
2	1.5	0
3	1.5	0
4	1.5	0

-5	2	0
-4	2	0
-3	2	0
-2	2	1
-1	2	0
0	2	0
1	2	0
2	2	0
3	2	0
4	2	0

